Object ID;Bike Route Name;Street Name;Bikeway Type;Subtype;Status;Street Segment Type;Overall Direction;Bikeway Direction;Vehicle Direction;Speed Limit;Surface Type;AAA Network;AAA Segment;W/N Bound Type;E/S Bound Type;Snow Removal;Segment Length;Year of Construction;Construction Note;Upgrade Year;Notes;Geom
163009;Seaside;Off Street;Protected Bike Lanes;OSB;Active;Off-street;EW;2W;Off Street;;Paved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;426.98997359;1990;;;;"{""coordinates"": [[-123.10933004081613, 49.27223782639096], [-123.10857001896335, 49.27220337542143], [-123.10833172416272, 49.272186423662774], [-123.10831062379019, 49.272182613290774], [-123.10829952004913, 49.27218059888082], [-123.10826934541358, 49.27217119390054], [-123.1082421163411, 49.27215845073563], [-123.10821872600455, 49.272142821909256], [-123.10820686266084, 49.272131651095606], [-123.10819964299529, 49.272124852993194], [-123.10818577283848, 49.27210499020274], [-123.10818575351996, 49.2721049569386], [-123.10817733528812, 49.27208377394516], [-123.10799469738735, 49.2717526680226], [-123.10799468218136, 49.27175262935749], [-123.10799114119156, 49.2717363504676], [-123.10798361206652, 49.27172062401153], [-123.10797246418126, 49.27170588770925], [-123.10797242146593, 49.27170584187369], [-123.10797180713755, 49.27170528384622], [-123.10795770519107, 49.271692498661785], [-123.10795265286978, 49.27168918955292], [-123.10793988439904, 49.27168082425799], [-123.10791945878137, 49.27167113032744], [-123.10790910128328, 49.27166769843985], [-123.1078729564354, 49.27165876847991], [-123.10782336694898, 49.27165667301024], [-123.10782284864445, 49.27165665100588], [-123.1070910141151, 49.271647798502414], [-123.10699160174184, 49.27164560851726], [-123.10688730626134, 49.27164331052398], [-123.10686871137439, 49.27164162493386], [-123.10686865638318, 49.27164162318565], [-123.10684989685846, 49.27164199674457], [-123.10683142460297, 49.271644261723964], [-123.10681374823751, 49.27164841315629], [-123.1068137001547, 49.27164842759305], [-123.10679721262332, 49.27165436616827], [-123.10678248701406, 49.27166202029528], [-123.10676975772544, 49.27167107852443], [-123.10676970695339, 49.271671120848765], [-123.10675941070005, 49.27168138128495], [-123.10675171865839, 49.27169253793395], [-123.10675169262285, 49.271692576637335], [-123.10675006935085, 49.27169650723753], [-123.10674676517223, 49.271704416165534], [-123.10674487262665, 49.27171670624758], [-123.10674486994712, 49.27171673863274], [-123.1067424489887, 49.2719632487397], [-123.1067346566962, 49.27197638622111], [-123.10672368653181, 49.27198844721412], [-123.10670987334646, 49.271999166050364], [-123.10669348184989, 49.27200826183441], [-123.10667509709909, 49.27201547316443], [-123.10665507610435, 49.27202060901183], [-123.10663409488717, 49.2720235158336], [-123.10661267576971, 49.27202416346317], [-123.10659136159401, 49.27202247494042], [-123.10647126337268, 49.27202536338437], [-123.10647120976935, 49.27202536793138], [-123.1063515215066, 49.27203159938629], [-123.10623217832814, 49.27204106237278], [-123.10620910845635, 49.27204503696795], [-123.10616815626466, 49.27205209265312], [-123.10610253285354, 49.27205808975904], [-123.10603633874169, 49.27205886924013], [-123.10599869263118, 49.27205628708022], [-123.10597036423137, 49.272054352112455], [-123.10579563019154, 49.27205350027456], [-123.10535936429251, 49.2720513937414], [-123.1048770107332, 49.272024826296565], [-123.10459798093125, 49.272009457274024], [-123.10446720898219, 49.27200168949581]], ""type"": ""LineString""}"
163010;Seaside;Off Street;Protected Bike Lanes;OSB;Active;Off-street;EW;2W;Off Street;;Paved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;808.80134903;1990;Improvements completed in 2018;2018;;"{""coordinates"": [[-123.13598352948163, 49.26949677758053], [-123.135982887657, 49.269496323178835], [-123.13587484740238, 49.26941918422523], [-123.13580581600402, 49.2693699096285], [-123.13575631410004, 49.26932017577884], [-123.13566274579776, 49.26922621029263], [-123.13566272509715, 49.26922618063283], [-123.13560274033404, 49.26909457752857], [-123.13559786506796, 49.26907018017516], [-123.13557550850373, 49.26895836910119], [-123.1355413054908, 49.26888011231733], [-123.1355399441782, 49.26887894453835], [-123.13546585202556, 49.26881541558132], [-123.13535433995915, 49.26874161832136], [-123.1352833572472, 49.26864879993231], [-123.13518155849727, 49.26856132382419], [-123.13504231401895, 49.26849978947571], [-123.1348721905367, 49.26846230909057], [-123.13469352437284, 49.268450645641835], [-123.13460169546067, 49.26844445781296], [-123.1345096443148, 49.26843943864621], [-123.13438024008084, 49.26841170949686], [-123.13438018914037, 49.26841167987196], [-123.13427217597095, 49.26835741596758], [-123.1341903142224, 49.26830248113462], [-123.13413005748694, 49.268273546977156], [-123.13409577315758, 49.26825708417747], [-123.13400592188037, 49.268227240701144], [-123.13395447200936, 49.26821646204401], [-123.13390986325304, 49.26820711736621], [-123.1337567012419, 49.26819503341548], [-123.13360092702733, 49.268182742694066], [-123.13349039072291, 49.26817405695528], [-123.13335565614973, 49.26814444472319], [-123.13324995186544, 49.26808224432923], [-123.13318294504985, 49.26800519223978], [-123.13300255616521, 49.26779779709504], [-123.13298443115973, 49.26778661623397], [-123.13296690647014, 49.26777580438191], [-123.13291849556977, 49.267770824569574], [-123.13277644764894, 49.26776145477744], [-123.1324820008125, 49.26776611046209], [-123.1323551358268, 49.26761874355729], [-123.13213157024165, 49.26735902103217], [-123.13186412744855, 49.26724029755943], [-123.1316607460008, 49.267150011676854], [-123.13112097488387, 49.26726763056775], [-123.13064977629462, 49.26760154807826], [-123.13064734029263, 49.267758148283], [-123.1306460945224, 49.267838167398004], [-123.13060466471272, 49.26790431456689], [-123.13049885432105, 49.26792233277123], [-123.12982839358182, 49.26791499418761], [-123.1297056033386, 49.26799094903888], [-123.12953427645937, 49.26800351683485], [-123.12946785829021, 49.268008389316144], [-123.12946781705514, 49.268008390261876], [-123.12908188184372, 49.26799839302754], [-123.12896382249062, 49.26797766049298], [-123.12816961139175, 49.267968117886255], [-123.12800209064406, 49.26797386262551], [-123.12787623411877, 49.26794049126542], [-123.1278298197603, 49.26792817692292], [-123.12782098889946, 49.26792583804568], [-123.12775323747293, 49.26790787670048], [-123.1277356336579, 49.26804276389782], [-123.12772500660678, 49.268124185803764]], ""type"": ""LineString""}"
163013;Gladstone;Gladstone;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;54.75516171;2005;const date-source unknown;;;"{""coordinates"": [[-123.06136473249363, 49.24396212776485], [-123.06136476542076, 49.24396208996741], [-123.0618094900931, 49.24356488864778]], ""type"": ""LineString""}"
163016;Blanca;Blanca;Painted Lanes;PBT;Active;Collector;NS;OW;2W;50;Paved;NO;NO;;Painted Lanes;Yes;49.1429179;2020;;;;"{""coordinates"": [[-123.2151640542156, 49.26524062796369], [-123.21514878471146, 49.26568256408625]], ""type"": ""LineString""}"
163017;Blanca;Blanca;Painted Lanes;PBT;Active;Collector;NS;OW;2W;50;Paved;NO;NO;;Painted Lanes;Yes;48.06878316;2020;;;;"{""coordinates"": [[-123.21517968439228, 49.26480836188485], [-123.21517158525833, 49.265032341530265], [-123.2151640542156, 49.26524062796369]], ""type"": ""LineString""}"
163019;Stanley Park Causeway;Stanley Park Causeway;Protected Bike Lanes;OSS;Active;Arterial;NS;OW;2W;;Paved;YES;YES;Protected Bike Lanes;;No;203.76090838;1990;;;;"{""coordinates"": [[-123.13610755962709, 49.29645681906212], [-123.13613390913703, 49.29658818206684], [-123.1361515178613, 49.29667597023381], [-123.1363344692752, 49.29701039051452], [-123.13656885676193, 49.29726982367097], [-123.13662468066067, 49.297321296324455], [-123.13673362984426, 49.297421105433344], [-123.13692394767929, 49.297624408053125], [-123.13723193386453, 49.29781586978294], [-123.13739579442944, 49.297859657784066], [-123.13752863309227, 49.29789515476201], [-123.13757994949437, 49.29790886256169], [-123.13759046960176, 49.297911665519926]], ""type"": ""LineString""}"
163021;Ridgeway;Nanaimo;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;21.613136;1998;year const- source unknown;;;"{""coordinates"": [[-123.05886863530222, 49.23388783692696], [-123.05886865321719, 49.23388788549221], [-123.05886620282956, 49.2340822444255]], ""type"": ""LineString""}"
163025;Ridgeway;E 45th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;Yes;242.57866473;1998;year const- source unknown;;;"{""coordinates"": [[-123.05161426890348, 49.229371892226254], [-123.05494604678609, 49.22938591193859]], ""type"": ""LineString""}"
163026;Ridgeway;E 45th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;Yes;14.85023518;1998;year const- source unknown;;;"{""coordinates"": [[-123.05585219197664, 49.229388900079556], [-123.05585223866893, 49.229388893760316], [-123.05605615301863, 49.229390057924675]], ""type"": ""LineString""}"
163028;Ridgeway;E 45th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;Yes;45.10954641;1998;year const- source unknown;;;"{""coordinates"": [[-123.05730948663641, 49.229397808533285], [-123.05792904169311, 49.229401810937]], ""type"": ""LineString""}"
163029;Ridgeway;E 45th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;Yes;65.97369727;1998;year const- source unknown;;;"{""coordinates"": [[-123.05494604678609, 49.22938591193859], [-123.05585219197664, 49.229388900079556]], ""type"": ""LineString""}"
163031;3rd Ave;W 3rd Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;33.9581973;1990;year const-Peter Stary data;;;"{""coordinates"": [[-123.17919276824783, 49.26941400187736], [-123.17919280813125, 49.269414007212646], [-123.17965941264661, 49.2694217776996]], ""type"": ""LineString""}"
163032;3rd Ave;W 3rd Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;140.69695728;1990;year const-Peter Stary data;;;"{""coordinates"": [[-123.17378848720952, 49.269327519323795], [-123.17572195573375, 49.269358452974906]], ""type"": ""LineString""}"
163033;3rd Ave;W 3rd Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;140.71435072;1990;year const-Peter Stary data;;;"{""coordinates"": [[-123.17572195573375, 49.269358452974906], [-123.1771279023033, 49.26938085862739], [-123.17765567078612, 49.26938921896558]], ""type"": ""LineString""}"
163038;29th Ave;W 29th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;168.09223807;2009;signs+paint on ground;;;"{""coordinates"": [[-123.16789460403595, 49.246103644203075], [-123.1702041098432, 49.24611220148815]], ""type"": ""LineString""}"
163039;29th Ave;Eddington Drive;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;99.8233563;2008;;;;"{""coordinates"": [[-123.1592713547544, 49.24557625693344], [-123.15935990306421, 49.24553843848499], [-123.15956184064802, 49.245452201271846], [-123.15995694243212, 49.245319723559355], [-123.1603709276502, 49.24521500277056], [-123.16050317027222, 49.24519160691251]], ""type"": ""LineString""}"
163041;Hillcrest;E 28th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;24.36834902;2011;;;;"{""coordinates"": [[-123.07448034665418, 49.245386979778274], [-123.0741455719432, 49.24538378502502]], ""type"": ""LineString""}"
163043;Hillcrest;E 29th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;50.58616405;2011;;;;"{""coordinates"": [[-123.08203578458586, 49.24460595991677], [-123.08134083315788, 49.2446024898018], [-123.08134078783732, 49.24460250152754]], ""type"": ""LineString""}"
163044;Hillcrest;E 29th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;93.82355053;2011;;;;"{""coordinates"": [[-123.07886006954946, 49.24458703250422], [-123.07886002970541, 49.24458703253143], [-123.07885454763864, 49.244586988598584], [-123.07821778024265, 49.24458189299916], [-123.07757108420599, 49.244577209840116]], ""type"": ""LineString""}"
163046;Hillcrest;E 31st Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;238.52616591;2009;year const-source unknown;;;"{""coordinates"": [[-123.09422115096866, 49.24264652426629], [-123.09281432107146, 49.24261655123964], [-123.09143085313119, 49.24258742412824], [-123.09094580298509, 49.24257719620466]], ""type"": ""LineString""}"
163054;Pandora;PANDORA ST;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;100.93994003;2021;;;;"{""coordinates"": [[-123.06822886344726, 49.28306264593828], [-123.0668411612513, 49.28304633916615]], ""type"": ""LineString""}"
163056;Pandora;WOODLAND DRIVE;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;5.70477449;2021;;;;"{""coordinates"": [[-123.07258990554469, 49.28271687670094], [-123.07259112272327, 49.28266556745863]], ""type"": ""LineString""}"
163061;Ridgeway;E 45th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;63.37497318;1998;year const- source unknown;;;"{""coordinates"": [[-123.03126493825158, 49.229256646908276], [-123.03213531359569, 49.229259876637194], [-123.03213538501812, 49.22925987661729]], ""type"": ""LineString""}"
163062;Ridgeway;E 45th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;82.03629118;1998;year const- source unknown;;;"{""coordinates"": [[-123.02779539685864, 49.2292431953825], [-123.02892208160792, 49.229250210350344], [-123.02892212006985, 49.22925021663739]], ""type"": ""LineString""}"
163066;BC Parkway;Off Street;Protected Bike Lanes;OSS;Active;Off-street;EW;2W;Off Street;;Paved;NO;YES;Protected Bike Lanes;Protected Bike Lanes;No;361.50791874;1986;;2015;;"{""coordinates"": [[-123.05618862846121, 49.24827435689627], [-123.05296194260468, 49.246931213987914], [-123.0519970490814, 49.24652952589904]], ""type"": ""LineString""}"
163075;Hillcrest;E 30th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;25.94228069;2009;year const-source unknown;;;"{""coordinates"": [[-123.10430176770782, 49.243334429959745], [-123.10394546846346, 49.24332834377844]], ""type"": ""LineString""}"
163077;Hillcrest;E 30th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;50.36339396;2009;year const-source unknown;;;"{""coordinates"": [[-123.10135843406111, 49.24328539642835], [-123.10135839560125, 49.243285400959735], [-123.10066683963284, 49.24327107802816]], ""type"": ""LineString""}"
163078;Hillcrest;E 30th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;26.6846923;2009;year const-source unknown;;;"{""coordinates"": [[-123.10232995550811, 49.243298531173615], [-123.1019633630963, 49.24329557474073]], ""type"": ""LineString""}"
163081;Hillcrest;E 30th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;71.18408414;2009;year const-source unknown;;;"{""coordinates"": [[-123.0984544173355, 49.243232089615304], [-123.09808783605118, 49.2432253653636], [-123.09747678554649, 49.2432146519988]], ""type"": ""LineString""}"
163084;Central Valley;E 1st Ave;Protected Bike Lanes;R;Active;Residential;EW;2W;2W;50;Paved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;79.34533557;2011;N side SL-PL 2016. both sides protected-2018;2018;;"{""coordinates"": [[-123.1026621382187, 49.270153640914785], [-123.10375242412442, 49.270173661832665]], ""type"": ""LineString""}"
163085;Off-Broadway;W 7th Ave;Painted Lanes;NB;Active;Collector;EW;2W;2W;30;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;140.74819696;1994;year const- Peter Stary painted 2009- 2 sides;2009;;"{""coordinates"": [[-123.11282761482394, 49.26482068973825], [-123.11476137536229, 49.26485746369519]], ""type"": ""LineString""}"
163087;Cassiar;Cassiar;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;91.2189318;1993;S.-of Hastings-apprx 2008.;;;"{""coordinates"": [[-123.03085817462096, 49.27825431228981], [-123.03085175861149, 49.27781868906562], [-123.03076311731742, 49.27743822279878], [-123.03076311180183, 49.27743819671422]], ""type"": ""LineString""}"
163088;Cassiar;Cassiar;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;60.38620195;1993;S.-of Hastings-apprx 2008.;;;"{""coordinates"": [[-123.03084948063794, 49.279613279407], [-123.03085438018098, 49.27907010419837]], ""type"": ""LineString""}"
163092;Pandora;PANDORA ST;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;162.2253278;2021;;;;"{""coordinates"": [[-123.07257806166594, 49.2831162069246], [-123.0703478486242, 49.283088909570544]], ""type"": ""LineString""}"
163095;Pandora;PANDORA ST;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;40.43239419;2021;;;;"{""coordinates"": [[-123.057796812347, 49.28298989678671], [-123.05724090451808, 49.282994131378125]], ""type"": ""LineString""}"
163101;Balaclava;Balaclava;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;93.209759;2009;;;;"{""coordinates"": [[-123.17391395903822, 49.26588500106517], [-123.17388346228202, 49.26672320223061]], ""type"": ""LineString""}"
163103;Balaclava;Balaclava;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;47.02308051;2009;;;;"{""coordinates"": [[-123.1739293381502, 49.265462140240146], [-123.17392934378415, 49.26546217891111], [-123.17391395344846, 49.265884974987486], [-123.17391395903822, 49.26588500106517]], ""type"": ""LineString""}"
163104;Balaclava;Balaclava;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;46.88171315;2009;;;;"{""coordinates"": [[-123.17383620231642, 49.26801545417548], [-123.17382089418693, 49.26843704457045]], ""type"": ""LineString""}"
163111;Balaclava;Balaclava;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;52.80168729;2009;;;;"{""coordinates"": [[-123.17569857848379, 49.24850609075995], [-123.17569857975889, 49.24850606287281], [-123.17570269153637, 49.24803113615432]], ""type"": ""LineString""}"
163112;BC Parkway;Off Street;Protected Bike Lanes;OSS;Active;Off-street;EW;BD;Off Street;;Paved;NO;YES;Protected Bike Lanes;Protected Bike Lanes;No;90.43166218;1986;LSB to PBL in 2015;2015;;"{""coordinates"": [[-123.03772674574822, 49.240680898848225], [-123.0366738503558, 49.240249109246385]], ""type"": ""LineString""}"
163113;BC Parkway;Off Street;Protected Bike Lanes;OSS;Active;Off-street;EW;BD;Off Street;;Paved;NO;YES;Protected Bike Lanes;Protected Bike Lanes;No;38.04442168;1986;LSB to PBL in 2015;2015;;"{""coordinates"": [[-123.03416965730699, 49.23921927967144], [-123.03372746971027, 49.23903689254991], [-123.03372743535657, 49.239036879067086]], ""type"": ""LineString""}"
